Cataract-intellectual disability-hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
57	GO:BP	GO:0030030	cell projection organization	1.5693787415412977e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	95	26	15719	0.2736842105263158	0.0176870748299319	query_1	['GO:0016043']	['RAB34', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'RAB8B', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB23', 'RAB3A', 'RAB6A']
42	GO:CC	GO:0005886	plasma membrane	1.6348834274198905e-05	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	95	50	16420	0.5263157894736842	0.0103092783505154	query_1	['GO:0016020', 'GO:0071944']	['RAB14', 'GPAM', 'RBSN', 'SORT1', 'RAB7A', 'EEA1', 'PAWR', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'TMEM102', 'RAB31', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABGGTB', 'RAB5B', 'NCSTN', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'PSENEN', 'SHROOM3', 'RAB3GAP2', 'YWHAE', 'TRIM4', 'EHD2', 'APH1A', 'AURKA', 'NTRK1', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
59	GO:BP	GO:0031293	membrane protein intracellular domain proteolysis	1.6897371781937458e-05	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of an intracellular domain."" [PMID:12808018]"	11	95	4	15719	0.0421052631578947	0.3636363636363636	query_1	['GO:0033619']	['APH1B', 'NCSTN', 'PSENEN', 'APH1A']
15	REAC	REAC:R-HSA-193704	p75 NTR receptor-mediated signalling	1.9096695133281904e-05	True	p75 NTR receptor-mediated signalling	95	82	8	10022	0.0975609756097561	0.0842105263157894	query_1	['REAC:R-HSA-73887']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'YWHAE', 'APH1A', 'NGF']
43	GO:CC	GO:0030424	axon	1.96133266183124e-05	True	"""The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."" [GOC:nln, ISBN:0198506732]"	617	95	15	16420	0.1578947368421052	0.0243111831442463	query_1	['GO:0043005']	['TPX2', 'EEA1', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RAB5A', 'NGFR', 'GDI1', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP', 'RAB3A']
46	GO:CC	GO:0030140	trans-Golgi network transport vesicle	2.1819344608919236e-05	True	"""A vesicle that mediates transport between the trans-Golgi network and other parts of the cell."" [GOC:mah]"	39	95	5	16420	0.0526315789473684	0.1282051282051282	query_1	['GO:0005798', 'GO:0030133', 'GO:0030136']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB13']
44	GO:CC	GO:0005764	lysosome	2.1819344608919236e-05	True	"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]"	710	95	16	16420	0.1684210526315789	0.0225352112676056	query_1	['GO:0000323']	['RAB14', 'SORT1', 'RAB7A', 'RAB39A', 'PSEN1', 'TMEM9', 'HPS4', 'BACE1', 'NCSTN', 'RAB5C', 'RAB38', 'RILP', 'GGA3', 'GDI2', 'HPS1', 'RAB3A']
45	GO:CC	GO:0000323	lytic vacuole	2.1819344608919236e-05	True	"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]"	710	95	16	16420	0.1684210526315789	0.0225352112676056	query_1	['GO:0005773']	['RAB14', 'SORT1', 'RAB7A', 'RAB39A', 'PSEN1', 'TMEM9', 'HPS4', 'BACE1', 'NCSTN', 'RAB5C', 'RAB38', 'RILP', 'GGA3', 'GDI2', 'HPS1', 'RAB3A']
47	GO:CC	GO:0030136	clathrin-coated vesicle	2.2245864997519506e-05	True	"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]"	206	95	9	16420	0.0947368421052631	0.0436893203883495	query_1	['GO:0030135']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB5A', 'RAB13', 'GGA2', 'RAB35', 'RAB3A']
16	REAC	REAC:R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	2.259870777486644e-05	True	NOTCH3 Activation and Transmission of Signal to the Nucleus	24	82	5	10022	0.0609756097560975	0.2083333333333333	query_1	['REAC:R-HSA-9012852']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
60	GO:BP	GO:0006906	vesicle fusion	2.3204227276670543e-05	True	"""Fusion of the membrane of a transport vesicle with its target membrane."" [GOC:jid]"	118	95	8	15719	0.0842105263157894	0.0677966101694915	query_1	['GO:0016050', 'GO:0016192', 'GO:0090174']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
61	GO:BP	GO:0006605	protein targeting	2.3204227276670543e-05	True	"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]"	324	95	12	15719	0.1263157894736842	0.037037037037037	query_1	['GO:0006886']	['SORT1', 'RAB7A', 'MICALL1', 'HPS4', 'RAB8B', 'RABGEF1', 'RAB3IP', 'CHM', 'GGA3', 'YWHAE', 'GDI1', 'GOLGA7B']
63	GO:BP	GO:0018342	protein prenylation	2.365196069959328e-05	True	"""The covalent attachment of a prenyl group to a protein; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, ISBN:0198506732]"	12	95	4	15719	0.0421052631578947	0.3333333333333333	query_1	['GO:0036211', 'GO:0097354']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
62	GO:BP	GO:0097354	prenylation	2.365196069959328e-05	True	"""The covalent attachment of a prenyl group to a molecule; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, PMID:18029206, PMID:21351751, PMID:22123822, PMID:22642693, PMID:22660767]"	12	95	4	15719	0.0421052631578947	0.3333333333333333	query_1	['GO:0044237']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
64	GO:BP	GO:0140056	organelle localization by membrane tethering	2.413086137347881e-05	True	"""The process by which an organelle membrane interacts with another membrane via molecular tethers that physically bridge the two membranes and attach them to each other."" [PMID:27875684]"	82	95	7	15719	0.0736842105263157	0.0853658536585365	query_1	['GO:0022406', 'GO:0051640']	['RAB8A', 'RAB8B', 'RAB3IP', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
65	GO:BP	GO:0090174	organelle membrane fusion	2.446697813088605e-05	True	"""The joining of two lipid bilayers to form a single organelle membrane."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	120	95	8	15719	0.0842105263157894	0.0666666666666666	query_1	['GO:0048284', 'GO:0061025']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
66	GO:BP	GO:0048168	regulation of neuronal synaptic plasticity	2.5574024517419907e-05	True	"""A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:jid, PMID:11891290]"	52	95	6	15719	0.0631578947368421	0.1153846153846153	query_1	['GO:0048167']	['RAB8A', 'RAB5A', 'PPFIA3', 'APP', 'RAB3GAP1', 'RAB3A']
67	GO:BP	GO:0140029	exocytic process	2.9509783318113808e-05	True	"""The cellular processes that contribute to exocytosis."" [Wikipedia:Exocytosis]"	85	95	7	15719	0.0736842105263157	0.0823529411764705	query_1	['GO:0006887', 'GO:0009987']	['RAB8A', 'PSEN1', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
68	GO:BP	GO:0048210	Golgi vesicle fusion to target membrane	3.1291074931600295e-05	True	"""The joining of the lipid bilayer membrane around a Golgi transport vesicle to the target lipid bilayer membrane."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	4	95	3	15719	0.031578947368421	0.75	query_1	['GO:0006906', 'GO:0048193']	['RAB8A', 'RAB8B', 'RAB13']
69	GO:BP	GO:0061024	membrane organization	3.2868864161232194e-05	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	785	95	18	15719	0.1894736842105263	0.0229299363057324	query_1	['GO:0016043']	['RAB34', 'ANKLE2', 'RAB7A', 'EEA1', 'RAB39A', 'MICALL1', 'RAB8A', 'TMEM102', 'RAB31', 'RAB8B', 'RABEP1', 'RAB13', 'RILP', 'RAB1A', 'EHD2', 'SIRT2', 'SUN2', 'RAB3A']
71	GO:BP	GO:0033619	membrane protein proteolysis	3.621783669278675e-05	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains."" [GOC:pde]"	56	95	6	15719	0.0631578947368421	0.1071428571428571	query_1	['GO:0006508']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'APH1A']
73	GO:BP	GO:0006914	autophagy	3.621783669278675e-05	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	552	95	15	15719	0.1578947368421052	0.0271739130434782	query_1	['GO:0044248', 'GO:0061919']	['RAB1B', 'RAB7A', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'TBC1D17', 'SIRT2', 'RAB23', 'RAB3GAP1']
70	GO:BP	GO:0061919	process utilizing autophagic mechanism	3.621783669278675e-05	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	552	95	15	15719	0.1578947368421052	0.0271739130434782	query_1	['GO:0009987']	['RAB1B', 'RAB7A', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'TBC1D17', 'SIRT2', 'RAB23', 'RAB3GAP1']
72	GO:BP	GO:0061025	membrane fusion	3.621783669278675e-05	True	"""The membrane organization process that joins two lipid bilayers to form a single membrane."" [GOC:dph, GOC:tb]"	174	95	9	15719	0.0947368421052631	0.0517241379310344	query_1	['GO:0061024']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RABEP1', 'RAB13', 'RAB3A']
48	GO:CC	GO:0005770	late endosome	4.124467371520708e-05	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	284	95	10	16420	0.1052631578947368	0.0352112676056338	query_1	['GO:0005768']	['RAB14', 'RAB7A', 'MICALL1', 'HTT', 'TMEM9', 'OSBPL1A', 'BACE1', 'RILP', 'NTRK1', 'RAB22A']
49	GO:CC	GO:0043229	intracellular organelle	4.50201950002042e-05	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	95	88	16420	0.9263157894736842	0.0071760580608334	query_1	['GO:0005622', 'GO:0043226']	['RAB34', 'RAB14', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'SCML1', 'RAB3IP', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
74	GO:BP	GO:0051640	organelle localization	4.6968719543476886e-05	True	"""Any process in which an organelle is transported to, and/or maintained in, a specific location."" [GOC:ai]"	565	95	15	15719	0.1578947368421052	0.0265486725663716	query_1	['GO:0051179']	['RAB34', 'RAB7A', 'RAB8A', 'PSEN1', 'HTT', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB13', 'RAB1A', 'PPFIA3', 'RAB10', 'SUN2', 'RAB3A', 'RAB6A']
75	GO:BP	GO:0032879	regulation of localization	5.074054822151116e-05	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2021	95	30	15719	0.3157894736842105	0.0148441365660564	query_1	['GO:0050789', 'GO:0051179']	['RAB14', 'RAB7A', 'RUFY1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'YWHAE', 'EHD2', 'GDI1', 'GDI2', 'RAB10', 'APP', 'EHD1', 'RAB23', 'RAB3GAP1', 'RAB3A']
50	GO:CC	GO:1903561	extracellular vesicle	5.401843276326738e-05	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2044	95	28	16420	0.2947368421052631	0.0136986301369863	query_1	['GO:0031982', 'GO:0065010']	['RAB34', 'RAB14', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
52	GO:CC	GO:0043230	extracellular organelle	5.401843276326738e-05	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2045	95	28	16420	0.2947368421052631	0.0136919315403422	query_1	['GO:0005576', 'GO:0043226']	['RAB34', 'RAB14', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
51	GO:CC	GO:0065010	extracellular membrane-bounded organelle	5.401843276326738e-05	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2045	95	28	16420	0.2947368421052631	0.0136919315403422	query_1	['GO:0043227', 'GO:0043230']	['RAB34', 'RAB14', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
78	GO:BP	GO:0080171	lytic vacuole organization	5.414523764125635e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lytic vacuole."" [PMID:20729380]"	95	95	7	15719	0.0736842105263157	0.0736842105263157	query_1	['GO:0007033']	['RAB34', 'RAB14', 'RAB7A', 'RAB39A', 'TMEM9', 'HPS4', 'HPS1']
77	GO:BP	GO:0007040	lysosome organization	5.414523764125635e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosome. A lysosome is a cytoplasmic, membrane-bounded organelle that is found in most animal cells and that contains a variety of hydrolases."" [GOC:mah]"	95	95	7	15719	0.0736842105263157	0.0736842105263157	query_1	['GO:0080171']	['RAB34', 'RAB14', 'RAB7A', 'RAB39A', 'TMEM9', 'HPS4', 'HPS1']
76	GO:BP	GO:0048167	regulation of synaptic plasticity	5.414523764125635e-05	True	"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]"	184	95	9	15719	0.0947368421052631	0.0489130434782608	query_1	['GO:0050804', 'GO:0065008']	['RAB8A', 'PSEN1', 'NCSTN', 'RAB5A', 'PPFIA3', 'MECP2', 'APP', 'RAB3GAP1', 'RAB3A']
53	GO:CC	GO:0030141	secretory granule	5.7267287136363e-05	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	867	95	17	16420	0.1789473684210526	0.0196078431372549	query_1	['GO:0012505', 'GO:0099503']	['RAB14', 'RAB7A', 'PSEN1', 'RAB31', 'HPS4', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB4A', 'RAB13', 'PPFIA3', 'GDI2', 'RAB10', 'RAB18', 'APP', 'RAB3A', 'RAB6A']
54	GO:CC	GO:0030135	coated vesicle	5.943996487534941e-05	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	300	95	10	16420	0.1052631578947368	0.0333333333333333	query_1	['GO:0031410']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB5A', 'RAB13', 'GGA2', 'APP', 'RAB35', 'RAB3A']
79	GO:BP	GO:0051247	positive regulation of protein metabolic process	6.4982525291986e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	95	24	15719	0.2526315789473684	0.0171306209850107	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'PSEN1', 'APH1B', 'IL24', 'NCSTN', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'RAB1A', 'RAB3GAP2', 'GGA3', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP', 'RAB3GAP1']
17	REAC	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	6.523391328924007e-05	True	Nuclear signaling by ERBB4	30	82	5	10022	0.0609756097560975	0.1666666666666666	query_1	['REAC:R-HSA-1236394']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
18	REAC	REAC:R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	6.523391328924007e-05	True	Activated NOTCH1 Transmits Signal to the Nucleus	30	82	5	10022	0.0609756097560975	0.1666666666666666	query_1	['REAC:R-HSA-1980143']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
55	GO:CC	GO:0032593	insulin-responsive compartment	6.558747966751366e-05	True	"""A small membrane-bounded vesicle that releases its contents by exocytosis in response to insulin stimulation; the contents are enriched in GLUT4, IRAP and VAMP2."" [PMID:17644329]"	8	95	3	16420	0.031578947368421	0.375	query_1	['GO:0030141']	['RAB4A', 'RAB13', 'RAB10']
80	GO:BP	GO:0033059	cellular pigmentation	6.692863582186123e-05	True	"""The deposition or aggregation of coloring matter in a cell."" [GOC:mtg_MIT_16mar07]"	63	95	6	15719	0.0631578947368421	0.0952380952380952	query_1	['GO:0009987', 'GO:0043473']	['HPS4', 'RAB32', 'RAB38', 'RAB1A', 'SHROOM3', 'HPS1']
56	GO:CC	GO:0071944	cell periphery	6.835425835747535e-05	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	95	51	16420	0.5368421052631579	0.0096645821489482	query_1	['GO:0110165']	['RAB14', 'GPAM', 'RBSN', 'SORT1', 'RAB7A', 'EEA1', 'PAWR', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'TMEM102', 'RAB31', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABGGTB', 'RAB5B', 'NCSTN', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'PSENEN', 'SHROOM3', 'RAB3GAP2', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'APH1A', 'AURKA', 'NTRK1', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
81	GO:BP	GO:0009896	positive regulation of catabolic process	7.115053882429594e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	512	95	14	15719	0.1473684210526315	0.02734375	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['RAB7A', 'OPTN', 'MTDH', 'PSEN1', 'HTT', 'GGA1', 'RILP', 'TNRC6C', 'RAB3GAP2', 'GGA3', 'AURKA', 'SIRT2', 'APP', 'RAB3GAP1']
82	GO:BP	GO:0048278	vesicle docking	7.172378907618042e-05	True	"""The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."" [GOC:ai, GOC:jid]"	64	95	6	15719	0.0631578947368421	0.09375	query_1	['GO:0016192', 'GO:0140056']	['RAB8A', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
