Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
145	GO:BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	1.2989852255050718e-10	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	64	100	10	15719	0.1	0.15625	query_1	['GO:0044839', 'GO:1901988', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'BARD1']
146	GO:BP	GO:0051103	DNA ligation involved in DNA repair	1.5552794086544188e-10	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase, that contributes to DNA repair."" [GOC:ai]"	5	100	5	15719	0.05	1.0	query_1	['GO:0006266', 'GO:0006281']	['LIG3', 'LIG4', 'XRCC4', 'NHEJ1', 'PNKP']
75	REAC	REAC:R-HSA-74160	Gene expression (Transcription)	2.1582542361547283e-10	True	Gene expression (Transcription)	1409	97	40	10022	0.4123711340206185	0.0283889283179559	query_1	['REAC:0000000']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'RAD50', 'FANCI', 'PTEN', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'RPA3', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'EXO1', 'BRCA1', 'CDK2', 'USP2', 'BARD1', 'WRN', 'MDM4', 'RMI2', 'RMI1', 'TP53']
147	GO:BP	GO:0000729	DNA double-strand break processing	2.64508226930036e-10	True	"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang."" [PMID:10357855]"	19	100	7	15719	0.07	0.3684210526315789	query_1	['GO:0006259', 'GO:0006302']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD52', 'BLM', 'MRE11']
148	GO:BP	GO:0044839	cell cycle G2/M phase transition	3.0119824263508406e-10	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	156	100	13	15719	0.13	0.0833333333333333	query_1	['GO:0044770']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'TP53']
149	GO:BP	GO:0043247	telomere maintenance in response to DNA damage	3.0279413615065606e-10	True	"""Any process that occur in response to the presence of critically short or damaged telomeres."" [GOC:BHF, GOC:BHF_telomere, GOC:jbu, PMID:15279784]"	32	100	8	15719	0.08	0.25	query_1	['GO:0000723', 'GO:0006974']	['ACD', 'TERF2', 'TERF2IP', 'ERCC1', 'ERCC4', 'DCLRE1B', 'APEX1', 'XRCC1']
150	GO:BP	GO:2000278	regulation of DNA biosynthetic process	3.4960101002077326e-10	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	125	100	12	15719	0.12	0.096	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['ACD', 'TERF2', 'TERF1', 'TINF2', 'PCNA', 'TNKS2', 'POT1', 'XRCC5', 'ATM', 'TNKS', 'TP53', 'PNKP']
76	REAC	REAC:R-HSA-5423599	Diseases of Mismatch Repair (MMR)	3.9277619550823716e-10	True	Diseases of Mismatch Repair (MMR)	5	97	5	10022	0.0515463917525773	1.0	query_1	['REAC:R-HSA-9675135']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
151	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	3.9755961818888493e-10	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	97	100	11	15719	0.11	0.1134020618556701	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1']
152	GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	4.530181197814084e-10	True	"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	331	100	17	15719	0.17	0.0513595166163142	query_1	['GO:0007346', 'GO:0044772', 'GO:1901987']	['RBBP8', 'HUS1', 'NBN', 'MDM2', 'RAD50', 'PTEN', 'RPA2', 'BLM', 'ATM', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
153	GO:BP	GO:0009892	negative regulation of metabolic process	4.856392857754034e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	100	47	15719	0.47	0.016514406184118	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['RBBP8', 'ACD', 'BRIP1', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'RAD50', 'TERF2', 'PTEN', 'LIG3', 'XRCC6', 'TERF2IP', 'MLH1', 'MSH3', 'TERF1', 'TINF2', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'USP7', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'USP2', 'BARD1', 'MDM4', 'RMI2', 'TNKS', 'TRIM27', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
77	REAC	REAC:R-HSA-453279	Mitotic G1 phase and G1/S transition	5.703418040525781e-10	True	Mitotic G1 phase and G1/S transition	147	97	14	10022	0.1443298969072164	0.0952380952380952	query_1	['REAC:R-HSA-69278']	['RPA4', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
40	GO:CC	GO:0140535	intracellular protein-containing complex	6.657268002050834e-10	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	904	100	25	16420	0.25	0.0276548672566371	query_1	['GO:0032991']	['POLD3', 'XRCC6', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'AXIN1', 'XRCC4', 'XRCC5', 'NHEJ1', 'POLE3', 'RAD51', 'PRIM2', 'AXIN2', 'BRCA1', 'PRKDC', 'POLA2', 'POLD1', 'BARD1', 'POLE2', 'POLE', 'POLD2', 'RNF8']
78	REAC	REAC:R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	7.721731645331814e-10	True	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	77	97	11	10022	0.1134020618556701	0.1428571428571428	query_1	['REAC:R-HSA-5693606']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'ATM', 'MRE11', 'BRCA1', 'BARD1', 'TP53', 'RNF8']
155	GO:BP	GO:0007131	reciprocal meiotic recombination	7.72192954326118e-10	True	"""The cell cycle process in which double strand breaks are formed and repaired through a single or double Holliday junction intermediate. This results in the equal exchange of genetic material between non-sister chromatids in a pair of homologous chromosomes. These reciprocal recombinant products ensure the proper segregation of homologous chromosomes during meiosis I and create genetic diversity."" [PMID:2087779]"	54	100	9	15719	0.09	0.1666666666666666	query_1	['GO:0007127', 'GO:0140527', 'GO:1903046']	['BRIP1', 'RAD50', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
154	GO:BP	GO:0140527	reciprocal homologous recombination	7.72192954326118e-10	True	"""A DNA recombination process that results in the bidirectional exchange of genetic material between highly homologous DNA molecules."" [PMID:17846636]"	54	100	9	15719	0.09	0.1666666666666666	query_1	['GO:0035825']	['BRIP1', 'RAD50', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
157	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	7.868834444193056e-10	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	100	48	15719	0.48	0.016	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['RBBP8', 'ACD', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'RAD50', 'TERF2', 'FANCI', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'TERF1', 'TINF2', 'BRCA2', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'USP7', 'APEX1', 'PRIM2', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'WRN', 'TNKS', 'TRIM27', 'TP53', 'PNKP', 'RNF8']
156	GO:BP	GO:0016446	somatic hypermutation of immunoglobulin genes	7.868834444193056e-10	True	"""Mutations occurring somatically that result in amino acid changes in the rearranged V regions of immunoglobulins."" [GOC:add, ISBN:0781735149, PMID:11205330, PMID:11205333, PMID:14975236, PMID:7813007]"	12	100	6	15719	0.06	0.5	query_1	['GO:0002566', 'GO:0016445']	['MSH2', 'MLH1', 'PMS2', 'EXO1', 'POLB', 'MSH6']
158	GO:BP	GO:0048523	negative regulation of cellular process	8.099587846958027e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4494	100	60	15719	0.6	0.0133511348464619	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'RAD50', 'TERF2', 'PTEN', 'LIG3', 'XRCC6', 'TERF2IP', 'LIG4', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TERF1', 'TINF2', 'BRCA2', 'RAD1', 'OTUD3', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'USP2', 'BARD1', 'MDM4', 'RMI2', 'TNKS', 'TRIM27', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
79	REAC	REAC:R-HSA-5693606	DNA Double Strand Break Response	8.807047521725048e-10	True	DNA Double Strand Break Response	78	97	11	10022	0.1134020618556701	0.141025641025641	query_1	['REAC:R-HSA-5693532']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'ATM', 'MRE11', 'BRCA1', 'BARD1', 'TP53', 'RNF8']
41	GO:CC	GO:0032300	mismatch repair complex	9.225907492700843e-10	True	"""Any complex formed of proteins that act in mismatch repair."" [GOC:mah]"	7	100	5	16420	0.05	0.7142857142857143	query_1	['GO:0005622', 'GO:0032991']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
159	GO:BP	GO:0009059	macromolecule biosynthetic process	9.31848867353126e-10	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	4375	100	59	15719	0.59	0.0134857142857142	query_1	['GO:0043170', 'GO:1901576']	['RBBP8', 'ACD', 'BRIP1', 'MDM2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'USP7', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'USP2', 'POLD1', 'POLB', 'WRN', 'MDM4', 'TNKS', 'POLE2', 'TRIM27', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8']
160	GO:BP	GO:0033043	regulation of organelle organization	1.0580009851029962e-09	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	100	29	15719	0.29	0.0251299826689774	query_1	['GO:0006996', 'GO:0051128']	['ACD', 'NBN', 'ATRX', 'RAD50', 'TERF2', 'TERF2IP', 'LIG4', 'FEN1', 'TERF1', 'TINF2', 'RAD1', 'TNKS2', 'POT1', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATM', 'MRE11', 'USP7', 'AXIN2', 'BRCA1', 'CDK2', 'XRCC1', 'RMI2', 'TNKS', 'TRIM27', 'TP53', 'PNKP']
161	GO:BP	GO:0002566	somatic diversification of immune receptors via somatic mutation	1.4123382508516374e-09	True	"""The process in which immune receptor genes are diversified through somatic mutation."" [ISBN:0781735149, PMID:16102575]"	13	100	6	15719	0.06	0.4615384615384615	query_1	['GO:0002200']	['MSH2', 'MLH1', 'PMS2', 'EXO1', 'POLB', 'MSH6']
80	REAC	REAC:R-HSA-69002	DNA Replication Pre-Initiation	1.5762250395434907e-09	True	DNA Replication Pre-Initiation	159	97	14	10022	0.1443298969072164	0.0880503144654088	query_1	['REAC:R-HSA-69306']	['RPA4', 'H2AX', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
162	GO:BP	GO:0019953	sexual reproduction	1.590107993929123e-09	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	100	27	15719	0.27	0.0266009852216748	query_1	['GO:0000003']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'MSH2', 'ATRX', 'RAD50', 'MLH1', 'H2AX', 'TERF1', 'BRCA2', 'RAD1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'RMI1', 'TRIM27', 'RNF8', 'MSH6']
163	GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	1.8238209994183846e-09	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4445	100	59	15719	0.59	0.0132733408323959	query_1	['GO:0034641', 'GO:0044249']	['RBBP8', 'ACD', 'BRIP1', 'MDM2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'USP7', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'USP2', 'POLD1', 'POLB', 'WRN', 'MDM4', 'TNKS', 'POLE2', 'TRIM27', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8']
42	GO:CC	GO:0043073	germ cell nucleus	1.9145812667370077e-09	True	"""The nucleus of a germ cell, a reproductive cell in multicellular organisms."" [CL:0000586, GOC:go_curators]"	69	100	9	16420	0.09	0.1304347826086956	query_1	['GO:0005634']	['TERF2', 'TERF2IP', 'MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2', 'TP53']
164	GO:BP	GO:0036297	interstrand cross-link repair	1.9303446522966674e-09	True	"""Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication."" [GOC:vw, PMID:16464006, PMID:22064477]"	40	100	8	15719	0.08	0.2	query_1	['GO:0006281']	['XPA', 'FANCI', 'ERCC1', 'ERCC4', 'FANCD2', 'RAD51', 'DCLRE1B', 'RNF8']
81	REAC	REAC:R-HSA-2559583	Cellular Senescence	2.166142741921038e-09	True	Cellular Senescence	194	97	15	10022	0.1546391752577319	0.0773195876288659	query_1	['REAC:R-HSA-2262752']	['ACD', 'NBN', 'MDM2', 'RAD50', 'TERF2', 'TERF2IP', 'H2AX', 'TERF1', 'TINF2', 'POT1', 'ATM', 'MRE11', 'CDK2', 'MDM4', 'TP53']
165	GO:BP	GO:0035556	intracellular signal transduction	2.6481643750818324e-09	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	100	43	15719	0.43	0.0168958742632612	query_1	['GO:0007165']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'RAD50', 'PTEN', 'TERF2IP', 'PAXIP1', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'OTUD3', 'PARP1', 'DAXX', 'AXIN1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'USP7', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'BARD1', 'POLB', 'PREX2', 'MDM4', 'TRIM27', 'TP53', 'MSH6']
166	GO:BP	GO:0080134	regulation of response to stress	3.117488455399653e-09	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	100	31	15719	0.31	0.022463768115942	query_1	['GO:0006950', 'GO:0048583']	['RBBP8', 'MDM2', 'TP53BP1', 'TERF2', 'RAD52', 'PTEN', 'XRCC6', 'TERF2IP', 'H2AX', 'RPA2', 'BRCA2', 'PCNA', 'POT1', 'PARP1', 'AXIN1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'RAD9A', 'RAD51', 'AXIN2', 'BRCA1', 'PRKDC', 'XRCC1', 'BARD1', 'RMI2', 'TP53', 'PNKP', 'RNF8']
167	GO:BP	GO:0070192	chromosome organization involved in meiotic cell cycle	3.524252791067667e-09	True	"""A process of chromosome organization that is involved in a meiotic cell cycle."" [GOC:mah]"	64	100	9	15719	0.09	0.140625	query_1	['GO:0051276', 'GO:1903046']	['BRIP1', 'ATRX', 'RAD50', 'MLH1', 'TERF1', 'FANCD2', 'ATM', 'MRE11', 'RAD51']
82	REAC	REAC:R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	3.7440013066479e-09	True	SUMO E3 ligases SUMOylate target proteins	170	97	14	10022	0.1443298969072164	0.0823529411764705	query_1	['REAC:R-HSA-2990846']	['MDM2', 'TP53BP1', 'RAD52', 'MDC1', 'PCNA', 'PARP1', 'DAXX', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN', 'TRIM27', 'TP53']
168	GO:BP	GO:0042113	B cell activation	4.7603378106867345e-09	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	285	100	15	15719	0.15	0.0526315789473684	query_1	['GO:0046649']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'TP53', 'RNF8', 'MSH6']
83	REAC	REAC:R-HSA-2990846	SUMOylation	5.424618900399918e-09	True	SUMOylation	175	97	14	10022	0.1443298969072164	0.08	query_1	['REAC:R-HSA-597592']	['MDM2', 'TP53BP1', 'RAD52', 'MDC1', 'PCNA', 'PARP1', 'DAXX', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN', 'TRIM27', 'TP53']
169	GO:BP	GO:0044772	mitotic cell cycle phase transition	5.586251114446983e-09	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	448	100	18	15719	0.18	0.0401785714285714	query_1	['GO:0044770', 'GO:1903047']	['RBBP8', 'HUS1', 'NBN', 'MDM2', 'RAD50', 'PTEN', 'RPA2', 'BLM', 'ATM', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'POLE']
170	GO:BP	GO:0007127	meiosis I	6.2043468335013965e-09	True	"""The first meiotic nuclear division in which homologous chromosomes are paired and segregated from each other, producing two haploid daughter nuclei."" [GOC:dph, GOC:jl, GOC:mtg_cell_cycle, PMID:9334324]"	126	100	11	15719	0.11	0.0873015873015873	query_1	['GO:0061982', 'GO:0140013']	['BRIP1', 'RAD50', 'MLH1', 'TERF1', 'BRCA2', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
84	REAC	REAC:R-HSA-6804757	Regulation of TP53 Degradation	6.390966533388912e-09	True	Regulation of TP53 Degradation	36	97	8	10022	0.0824742268041237	0.2222222222222222	query_1	['REAC:R-HSA-6806003']	['MDM2', 'DAXX', 'ATM', 'USP7', 'CDK2', 'USP2', 'MDM4', 'TP53']
85	REAC	REAC:R-HSA-171319	Telomere Extension By Telomerase	6.390966533388912e-09	True	Telomere Extension By Telomerase	23	97	7	10022	0.0721649484536082	0.3043478260869565	query_1	['REAC:R-HSA-180786']	['ACD', 'TERF2', 'TERF2IP', 'TERF1', 'TINF2', 'POT1', 'CDK2']
43	GO:CC	GO:0001673	male germ cell nucleus	6.574157276162261e-09	True	"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]"	54	100	8	16420	0.08	0.1481481481481481	query_1	['GO:0043073']	['TERF2', 'TERF2IP', 'MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2']
44	GO:CC	GO:1990234	transferase complex	6.574157276162261e-09	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	854	100	23	16420	0.23	0.0269320843091334	query_1	['GO:1902494']	['POLD3', 'XRCC6', 'PAXIP1', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC5', 'POLE3', 'RAD51', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'POLD1', 'BARD1', 'POLE2', 'POLE', 'POLD2', 'RNF8']
45	GO:CC	GO:0043625	delta DNA polymerase complex	6.778542893852411e-09	True	"""A multimeric DNA polymerase enzyme complex which differs in composition amongst species; in humans it is a heterotetramer of four subunits of approximately 125, 50, 68 and 12kDa, while in S. cerevisiae, it has three different subunits which form a heterotrimer, and the active enzyme is a dimer of this heterotrimer. Functions in DNA replication, mismatch repair and excision repair."" [GOC:jl, ISBN:0198547684, PMID:11205330, PMID:12403614]"	4	100	4	16420	0.04	1.0	query_1	['GO:0042575', 'GO:0043601', 'GO:0140513']	['POLD3', 'POLD4', 'POLD1', 'POLD2']
46	GO:CC	GO:0031422	RecQ family helicase-topoisomerase III complex	6.778542893852411e-09	True	"""A complex containing a RecQ family helicase and a topoisomerase III homologue (a member of the topoisomerase type IA subfamily); may also include one or more additional proteins; conserved from E. coli to human."" [GOC:bhm, GOC:krc, PMID:15889139]"	4	100	4	16420	0.04	1.0	query_1	['GO:0005694', 'GO:1902494']	['BLM', 'TOP3A', 'RMI2', 'RMI1']
86	REAC	REAC:R-HSA-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	7.188908018216916e-09	True	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	7	97	5	10022	0.0515463917525773	0.7142857142857143	query_1	['REAC:R-HSA-73933']	['LIG3', 'XRCC1', 'POLB', 'PNKP', 'NEIL1']
